fund_name,symbol,position_date,fund_price,reference_price,price_difference
Belaware.31_03_2023,IT0005274805,,108.18,,
Belaware.31_03_2023,SE0000556599,,192.08,,
Belaware.31_03_2023,US912810FD55,,227.19,,
Belaware.31_03_2023,FR0012558310,,113.95,,
Belaware.31_03_2023,IT0005024234,,120.55,,
Belaware.31_03_2023,GB00BYVP4K94,,262.77,,
Belaware.31_03_2023,IT0003256820,,147.01,,
Belaware.31_03_2023,US912810RA88,,149.49,,
Belaware.31_03_2023,FR0011461037,,154.2,,
Belaware.31_03_2023,FR0013238268,,119.79,,
Belaware.31_03_2023,GB00B85SFQ54,,140.45,,
Belaware.31_03_2023,GB00BYY5F144,,139.66,,
Belaware.31_03_2023,USDCURR,,,,
Belaware.31_05_2023,HSIC,,73.9,,
Belaware.31_05_2023,JNPR,,30.37,,
Belaware.31_05_2023,CRL,,193.38,,
Belaware.31_05_2023,ACN,,304.81,,
Belaware.31_05_2023,LEN,,106.8,,
Belaware.31_05_2023,CTSH,,62.23,,
Belaware.31_05_2023,COF,,103.66,,
Belaware.31_05_2023,PG,,141.61,,
Belaware.31_05_2023,APTV,,88.08,,
Belaware.31_05_2023,ROL,,39.19,,
Belaware.31_05_2023,SWKS,,103.51,,
Belaware.31_05_2023,PNW,,76.48,,
Belaware.31_05_2023,RSG,,141.17,,
Belaware.31_05_2023,ADP,,207.78,,
Belaware.31_05_2023,SPGI,,366.58,,
Belaware.31_05_2023,CTAS,,470.84,,
Belaware.31_05_2023,WHR,,127.62,,
Belaware.31_05_2023,LYB,,84.44,,
Belaware.31_05_2023,WST,,334.46,,
Belaware.31_05_2023,TROW,,105.99,,
Belaware.31_05_2023,KMB,,133.11,,
Belaware.31_05_2023,ARE,,112.21,,
Belaware.31_05_2023,APD,,267.54,,
Belaware.31_05_2023,ALK,,44.93,,
Belaware.31_05_2023,CARR,,40.74,,
Belaware.31_05_2023,HSY,,258.29,,
Belaware.31_05_2023,ICE,,105.54,,
Belaware.31_05_2023,CLX,,157.02,,
Belaware.31_05_2023,AAL,,14.78,,
Belaware.31_05_2023,FOX,,29.21,,
Belaware.31_05_2023,TPR,,39.74,,
Belaware.31_05_2023,PKG,,122.86,,
Belaware.31_05_2023,WM,,161.22,,
Belaware.31_05_2023,LIN,,352.38,,
Belaware.31_05_2023,ETR,,98.2,,
Belaware.31_05_2023,GPN,,97.45,,
Belaware.31_05_2023,JNJ,,153.94,,
Belaware.31_05_2023,EQR,,60.17,,
Belaware.31_05_2023,EIX,,66.8,,
Belaware.31_05_2023,LLY,,428.54,,
Belaware.31_05_2023,AOS,,63.41,,
Belaware.31_05_2023,AON,,307.7,,
Belaware.31_05_2023,ECL,,164.57,,
Belaware.31_05_2023,RF,,17.07,,
Belaware.31_05_2023,FE,,37.0,,
Belaware.31_05_2023,FICO,,787.67,,
Belaware.31_05_2023,HCA,,263.63,,
Belaware.31_05_2023,CBOE,,132.42,,
Belaware.31_05_2023,PH,,319.25,,
Belaware.31_05_2023,CVX,,149.19,,
Belaware.31_05_2023,TJX,,76.5,,
Belaware.31_05_2023,A,,115.45,,
Belaware.31_05_2023,INVH,,33.63,,
Belaware.31_05_2023,LYV,,79.94,,
Belaware.31_05_2023,AAP,,72.63,,
Belaware.31_05_2023,DHR,,229.36,,
Belaware.31_05_2023,NTRS,,71.21,,
Belaware.31_05_2023,PCG,,16.94,,
Belaware.31_05_2023,COO,,371.5,,
Belaware.31_05_2023,KIM,,18.16,,
Belaware.31_05_2023,PEG,,59.21,,
Belaware.31_05_2023,PTC,,134.4,,
Belaware.31_05_2023,WFC,,39.5,,
Belaware.31_05_2023,CMCSA,,39.08,,
Belaware.31_05_2023,GRMN,,102.44,,
Belaware.31_05_2023,MKTX,,271.68,,
Belaware.31_05_2023,DVA,,93.67,,
Belaware.31_05_2023,GB00B73ZYW09,,271.41,,
Belaware.31_05_2023,ES00000128C6,,135.23,,
Belaware.31_05_2023,US91282CCM10,,116.2,,
Belaware.31_05_2023,GB00B6460505,,152.59,,
Belaware.31_05_2023,US912810FH69,,234.87,,
Belaware.31_05_2023,US912810RL44,,151.41,,
Belaware.31_05_2023,GB00BN65R313,,146.75,,
Belaware.31_05_2023,ES00000127C8,,132.65,,
Belaware.31_05_2023,IT0005274805,,108.55,,
Belaware.31_05_2023,SE0000556599,,192.97,,
Belaware.31_05_2023,US912810FD55,,227.85,,
Belaware.31_05_2023,FR0012558310,,114.31,,
Belaware.31_05_2023,IT0005024234,,120.88,,
Belaware.31_05_2023,GB00BYVP4K94,,263.09,,
Belaware.31_05_2023,IT0003256820,,147.36,,
Belaware.31_05_2023,US912810RA88,,149.78,,
Belaware.31_05_2023,FR0011461037,,154.54,,
Belaware.31_05_2023,FR0013238268,,120.19,,
Belaware.31_05_2023,GB00B85SFQ54,,140.71,,
Belaware.31_05_2023,GB00BYY5F144,,139.99,,
Belaware.31_05_2023,USDCURR,,,,
Belaware.31_07_2023,HSIC,,78.79,,
Belaware.31_07_2023,JNPR,,27.8,,
Belaware.31_07_2023,CRL,,209.54,,
Belaware.31_07_2023,ACN,,316.35,,
Belaware.31_07_2023,LEN,,126.83,,
Belaware.31_07_2023,CTSH,,65.75,,
Belaware.31_07_2023,COF,,116.4,,
Belaware.31_07_2023,PG,,156.3,,
Belaware.31_07_2023,APTV,,109.49,,
Belaware.31_07_2023,ROL,,40.7,,
Belaware.31_07_2023,SWKS,,114.37,,
Belaware.31_07_2023,PNW,,82.82,,
Belaware.31_07_2023,RSG,,151.11,,
Belaware.31_07_2023,ADP,,247.26,,
Belaware.31_07_2023,SPGI,,393.59,,
Belaware.31_07_2023,CTAS,,500.66,,
Belaware.31_07_2023,WHR,,142.4,,
Belaware.31_07_2023,LYB,,97.59,,
Belaware.31_07_2023,WST,,368.04,,
Belaware.31_07_2023,TROW,,123.26,,
Belaware.31_07_2023,KMB,,129.1,,
Belaware.31_07_2023,ARE,,125.68,,
Belaware.31_07_2023,APD,,305.33,,
Belaware.31_07_2023,ALK,,48.63,,
Belaware.31_07_2023,CARR,,59.55,,
Belaware.31_07_2023,HSY,,230.05,,
Belaware.31_07_2023,ICE,,114.8,,
Belaware.31_07_2023,CLX,,150.37,,
Belaware.31_07_2023,AAL,,16.75,,
Belaware.31_07_2023,FOX,,31.41,,
Belaware.31_07_2023,TPR,,43.15,,
Belaware.31_07_2023,PKG,,153.35,,
Belaware.31_07_2023,WM,,163.79,,
Belaware.31_07_2023,LIN,,390.67,,
Belaware.31_07_2023,ETR,,102.7,,
Belaware.31_07_2023,GPN,,110.25,,
Belaware.31_07_2023,JNJ,,166.32,,
Belaware.31_07_2023,EQR,,65.94,,
Belaware.31_07_2023,EIX,,71.96,,
Belaware.31_07_2023,LLY,,453.58,,
Belaware.31_07_2023,AOS,,72.32,,
Belaware.31_07_2023,AON,,318.5,,
Belaware.31_07_2023,ECL,,183.14,,
Belaware.31_07_2023,RF,,20.37,,
Belaware.31_07_2023,FE,,38.98,,
Belaware.31_07_2023,FICO,,837.97,,
Belaware.31_07_2023,HCA,,272.81,,
Belaware.31_07_2023,CBOE,,139.68,,
Belaware.31_07_2023,PH,,408.49,,
Belaware.31_07_2023,CVX,,162.1,,
Belaware.31_07_2023,TJX,,86.2,,
Belaware.31_07_2023,A,,121.77,,
Belaware.31_07_2023,INVH,,35.23,,
Belaware.31_07_2023,LYV,,87.75,,
Belaware.31_07_2023,AAP,,74.39,,
Belaware.31_07_2023,DHR,,255.06,,
Belaware.31_07_2023,NTRS,,80.12,,
Belaware.31_07_2023,PCG,,17.61,,
Belaware.31_07_2023,COO,,391.26,,
Belaware.31_07_2023,KIM,,20.26,,
Belaware.31_07_2023,PEG,,63.12,,
Belaware.31_07_2023,PTC,,145.81,,
Belaware.31_07_2023,WFC,,45.8,,
Belaware.31_07_2023,CMCSA,,45.26,,
Belaware.31_07_2023,GRMN,,105.89,,
Belaware.31_07_2023,MKTX,,268.5,,
Belaware.31_07_2023,DVA,,101.99,,
Belaware.31_07_2023,GB00B73ZYW09,,271.47,,
Belaware.31_07_2023,ES00000128C6,,135.02,,
Belaware.31_07_2023,US91282CCM10,,115.97,,
Belaware.31_07_2023,GB00B6460505,,152.54,,
Belaware.31_07_2023,US912810FH69,,234.38,,
Belaware.31_07_2023,US912810RL44,,151.19,,
Belaware.31_07_2023,GB00BN65R313,,146.7,,
Belaware.31_07_2023,ES00000127C8,,132.31,,
Belaware.31_07_2023,IT0005274805,,108.22,,
Belaware.31_07_2023,SE0000556599,,192.67,,
Belaware.31_07_2023,US912810FD55,,227.27,,
Belaware.31_07_2023,FR0012558310,,114.0,,
Belaware.31_07_2023,IT0005024234,,120.57,,
Belaware.31_07_2023,GB00BYVP4K94,,263.15,,
Belaware.31_07_2023,IT0003256820,,147.04,,
Belaware.31_07_2023,US912810RA88,,149.56,,
Belaware.31_07_2023,FR0011461037,,154.33,,
Belaware.31_07_2023,FR0013238268,,119.85,,
Belaware.31_07_2023,GB00B85SFQ54,,140.65,,
Belaware.31_07_2023,GB00BYY5F144,,139.84,,
Belaware.31_07_2023,USDCURR,,,,
Belaware.31_08_2022,HSIC,,73.41,,
Belaware.31_08_2022,JNPR,,27.83,,
Belaware.31_08_2022,CRL,,205.25,,
Belaware.31_08_2022,ACN,,283.86,,
Belaware.31_08_2022,LEN,,76.3,,
Belaware.31_08_2022,CTSH,,62.06,,
Belaware.31_08_2022,COF,,103.41,,
Belaware.31_08_2022,PG,,134.42,,
Belaware.31_08_2022,APTV,,93.43,,
Belaware.31_08_2022,ROL,,33.32,,
Belaware.31_08_2022,SWKS,,96.76,,
Belaware.31_08_2022,PNW,,71.98,,
Belaware.31_08_2022,RSG,,140.69,,
Belaware.31_08_2022,ADP,,239.43,,
Belaware.31_08_2022,SPGI,,348.73,,
Belaware.31_08_2022,CTAS,,402.65,,
Belaware.31_08_2022,WHR,,148.8,,
Belaware.31_08_2022,LYB,,78.72,,
Belaware.31_08_2022,WST,,295.93,,
Belaware.31_08_2022,TROW,,114.95,,
Belaware.31_08_2022,KMB,,123.01,,
Belaware.31_08_2022,ARE,,147.71,,
Belaware.31_08_2022,APD,,246.35,,
Belaware.31_08_2022,ALK,,43.56,,
Belaware.31_08_2022,CARR,,38.47,,
Belaware.31_08_2022,HSY,,220.58,,
Belaware.31_08_2022,ICE,,99.29,,
Belaware.31_08_2022,CLX,,139.88,,
Belaware.31_08_2022,AAL,,12.99,,
Belaware.31_08_2022,FOX,,31.38,,
Belaware.31_08_2022,TPR,,33.67,,
Belaware.31_08_2022,PKG,,131.61,,
Belaware.31_08_2022,WM,,166.24,,
Belaware.31_08_2022,LIN,,278.65,,
Belaware.31_08_2022,ETR,,111.86,,
Belaware.31_08_2022,GPN,,123.06,,
Belaware.31_08_2022,JNJ,,156.83,,
Belaware.31_08_2022,EQR,,70.17,,
Belaware.31_08_2022,EIX,,64.84,,
Belaware.31_08_2022,LLY,,298.04,,
Belaware.31_08_2022,AOS,,55.14,,
Belaware.31_08_2022,AON,,277.18,,
Belaware.31_08_2022,ECL,,161.67,,
Belaware.31_08_2022,RF,,20.83,,
Belaware.31_08_2022,FE,,37.97,,
Belaware.31_08_2022,FICO,,449.4,,
Belaware.31_08_2022,HCA,,195.99,,
Belaware.31_08_2022,CBOE,,116.6,,
Belaware.31_08_2022,PH,,260.62,,
Belaware.31_08_2022,CVX,,152.5,,
Belaware.31_08_2022,TJX,,61.36,,
Belaware.31_08_2022,A,,127.39,,
Belaware.31_08_2022,INVH,,35.2,,
Belaware.31_08_2022,LYV,,90.36,,
Belaware.31_08_2022,AAP,,162.78,,
Belaware.31_08_2022,DHR,,268.79,,
Belaware.31_08_2022,NTRS,,91.87,,
Belaware.31_08_2022,PCG,,12.33,,
Belaware.31_08_2022,COO,,287.39,,
Belaware.31_08_2022,KIM,,20.16,,
Belaware.31_08_2022,PEG,,62.09,,
Belaware.31_08_2022,PTC,,114.89,,
Belaware.31_08_2022,WFC,,42.49,,
Belaware.31_08_2022,CMCSA,,35.08,,
Belaware.31_08_2022,GRMN,,85.84,,
Belaware.31_08_2022,MKTX,,246.11,,
Belaware.31_08_2022,DVA,,85.29,,
Belaware.31_08_2022,GB00B73ZYW09,,271.52,,
Belaware.31_08_2022,ES00000128C6,,135.46,,
Belaware.31_08_2022,US91282CCM10,,116.22,,
Belaware.31_08_2022,GB00B6460505,,152.67,,
Belaware.31_08_2022,US912810FH69,,235.0,,
Belaware.31_08_2022,US912810RL44,,151.35,,
Belaware.31_08_2022,GB00BN65R313,,146.83,,
Belaware.31_08_2022,ES00000127C8,,132.84,,
Belaware.31_08_2022,IT0005274805,,108.75,,
Belaware.31_08_2022,SE0000556599,,192.83,,
Belaware.31_08_2022,US912810FD55,,227.97,,
Belaware.31_08_2022,FR0012558310,,114.3,,
Belaware.31_08_2022,IT0005024234,,121.05,,
Belaware.31_08_2022,GB00BYVP4K94,,263.2,,
Belaware.31_08_2022,IT0003256820,,147.61,,
Belaware.31_08_2022,US912810RA88,,149.72,,
Belaware.31_08_2022,FR0011461037,,154.75,,
Belaware.31_08_2022,FR0013238268,,120.21,,
Belaware.31_08_2022,GB00B85SFQ54,,140.94,,
Belaware.31_08_2022,GB00BYY5F144,,140.13,,
Belaware.31_08_2022,USDCURR,,,,
Belaware.31_08_2023,HSIC,,74.81,,
Belaware.31_08_2023,JNPR,,26.8,,
Belaware.31_08_2023,CRL,,189.62,,
Belaware.31_08_2023,ACN,,322.32,,
Belaware.31_08_2023,LEN,,115.65,,
Belaware.31_08_2023,CTSH,,70.47,,
Belaware.31_08_2023,COF,,97.28,,
Belaware.31_08_2023,PG,,154.03,,
Belaware.31_08_2023,APTV,,94.74,,
Belaware.31_08_2023,ROL,,41.0,,
Belaware.31_08_2023,SWKS,,104.25,,
Belaware.31_08_2023,PNW,,78.37,,
Belaware.31_08_2023,RSG,,152.76,,
Belaware.31_08_2023,ADP,,260.0,,
Belaware.31_08_2023,SPGI,,400.34,,
Belaware.31_08_2023,CTAS,,498.65,,
Belaware.31_08_2023,WHR,,132.87,,
Belaware.31_08_2023,LYB,,96.19,,
Belaware.31_08_2023,WST,,394.2,,
Belaware.31_08_2023,TROW,,109.06,,
Belaware.31_08_2023,KMB,,133.12,,
Belaware.31_08_2023,ARE,,112.91,,
Belaware.31_08_2023,APD,,293.87,,
Belaware.31_08_2023,ALK,,40.95,,
Belaware.31_08_2023,CARR,,50.09,,
Belaware.31_08_2023,HSY,,230.22,,
Belaware.31_08_2023,ICE,,116.09,,
Belaware.31_08_2023,CLX,,157.39,,
Belaware.31_08_2023,AAL,,15.11,,
Belaware.31_08_2023,FOX,,29.95,,
Belaware.31_08_2023,TPR,,32.01,,
Belaware.31_08_2023,PKG,,140.86,,
Belaware.31_08_2023,WM,,159.9,,
Belaware.31_08_2023,LIN,,387.95,,
Belaware.31_08_2023,ETR,,93.73,,
Belaware.31_08_2023,GPN,,115.13,,
Belaware.31_08_2023,JNJ,,167.18,,
Belaware.31_08_2023,EQR,,66.8,,
Belaware.31_08_2023,EIX,,70.91,,
Belaware.31_08_2023,LLY,,583.21,,
Belaware.31_08_2023,AOS,,71.45,,
Belaware.31_08_2023,AON,,322.54,,
Belaware.31_08_2023,ECL,,183.95,,
Belaware.31_08_2023,RF,,18.01,,
Belaware.31_08_2023,FE,,34.84,,
Belaware.31_08_2023,FICO,,883.59,,
Belaware.31_08_2023,HCA,,276.0,,
Belaware.31_08_2023,CBOE,,149.94,,
Belaware.31_08_2023,PH,,411.47,,
Belaware.31_08_2023,CVX,,157.35,,
Belaware.31_08_2023,TJX,,88.7,,
Belaware.31_08_2023,A,,117.59,,
Belaware.31_08_2023,INVH,,33.88,,
Belaware.31_08_2023,LYV,,86.59,,
Belaware.31_08_2023,AAP,,62.71,,
Belaware.31_08_2023,DHR,,244.33,,
Belaware.31_08_2023,NTRS,,67.43,,
Belaware.31_08_2023,PCG,,17.01,,
Belaware.31_08_2023,COO,,369.81,,
Belaware.31_08_2023,KIM,,18.43,,
Belaware.31_08_2023,PEG,,60.21,,
Belaware.31_08_2023,PTC,,143.74,,
Belaware.31_08_2023,WFC,,40.38,,
Belaware.31_08_2023,CMCSA,,50.17,,
Belaware.31_08_2023,GRMN,,103.97,,
Belaware.31_08_2023,MKTX,,237.28,,
Belaware.31_08_2023,DVA,,105.72,,
Belaware.31_08_2023,GB00B73ZYW09,,271.17,,
Belaware.31_08_2023,ES00000128C6,,134.92,,
Belaware.31_08_2023,US91282CCM10,,115.96,,
Belaware.31_08_2023,GB00B6460505,,152.44,,
Belaware.31_08_2023,US912810FH69,,234.54,,
Belaware.31_08_2023,US912810RL44,,151.05,,
Belaware.31_08_2023,GB00BN65R313,,146.61,,
Belaware.31_08_2023,ES00000127C8,,132.34,,
Belaware.31_08_2023,IT0005274805,,108.28,,
Belaware.31_08_2023,SE0000556599,,192.39,,
Belaware.31_08_2023,US912810FD55,,227.64,,
Belaware.31_08_2023,FR0012558310,,114.11,,
Belaware.31_08_2023,IT0005024234,,120.59,,
Belaware.31_08_2023,GB00BYVP4K94,,262.85,,
Belaware.31_08_2023,IT0003256820,,147.03,,
Belaware.31_08_2023,US912810RA88,,149.42,,
Belaware.31_08_2023,FR0011461037,,154.27,,
Belaware.31_08_2023,FR0013238268,,119.91,,
Belaware.31_08_2023,GB00B85SFQ54,,140.91,,
Belaware.31_08_2023,GB00BYY5F144,,140.07,,
Belaware.31_08_2023,USDCURR,,,,
Belaware.31_10_2022,HSIC,,68.46,,
Belaware.31_10_2022,JNPR,,29.97,,
Belaware.31_10_2022,CRL,,212.25,,
Belaware.31_10_2022,ACN,,280.62,,
Belaware.31_10_2022,LEN,,79.88,,
Belaware.31_10_2022,CTSH,,61.16,,
Belaware.31_10_2022,COF,,103.6,,
Belaware.31_10_2022,PG,,132.17,,
Belaware.31_10_2022,APTV,,91.07,,
Belaware.31_10_2022,ROL,,41.53,,
Belaware.31_10_2022,SWKS,,84.45,,
Belaware.31_10_2022,PNW,,65.02,,
Belaware.31_10_2022,RSG,,131.2,,
Belaware.31_10_2022,ADP,,237.8,,
Belaware.31_10_2022,SPGI,,318.11,,
Belaware.31_10_2022,CTAS,,423.15,,
Belaware.31_10_2022,WHR,,131.36,,
Belaware.31_10_2022,LYB,,72.51,,
Belaware.31_10_2022,WST,,229.51,,
Belaware.31_10_2022,TROW,,102.75,,
Belaware.31_10_2022,KMB,,121.16,,
Belaware.31_10_2022,ARE,,141.09,,
Belaware.31_10_2022,APD,,246.07,,
Belaware.31_10_2022,ALK,,44.46,,
Belaware.31_10_2022,CARR,,39.25,,
Belaware.31_10_2022,HSY,,234.43,,
Belaware.31_10_2022,ICE,,94.45,,
Belaware.31_10_2022,CLX,,142.75,,
Belaware.31_10_2022,AAL,,14.18,,
Belaware.31_10_2022,FOX,,26.99,,
Belaware.31_10_2022,TPR,,30.99,,
Belaware.31_10_2022,PKG,,116.82,,
Belaware.31_10_2022,WM,,156.34,,
Belaware.31_10_2022,LIN,,294.15,,
Belaware.31_10_2022,ETR,,103.94,,
Belaware.31_10_2022,GPN,,113.4,,
Belaware.31_10_2022,JNJ,,169.11,,
Belaware.31_10_2022,EQR,,60.98,,
Belaware.31_10_2022,EIX,,58.11,,
Belaware.31_10_2022,LLY,,358.26,,
Belaware.31_10_2022,AOS,,53.82,,
Belaware.31_10_2022,AON,,279.94,,
Belaware.31_10_2022,ECL,,155.5,,
Belaware.31_10_2022,RF,,21.3,,
Belaware.31_10_2022,FE,,36.2,,
Belaware.31_10_2022,FICO,,478.84,,
Belaware.31_10_2022,HCA,,215.99,,
Belaware.31_10_2022,CBOE,,123.06,,
Belaware.31_10_2022,PH,,285.82,,
Belaware.31_10_2022,CVX,,174.54,,
Belaware.31_10_2022,TJX,,70.96,,
Belaware.31_10_2022,A,,137.66,,
Belaware.31_10_2022,INVH,,30.75,,
Belaware.31_10_2022,LYV,,79.61,,
Belaware.31_10_2022,AAP,,184.96,,
Belaware.31_10_2022,DHR,,250.86,,
Belaware.31_10_2022,NTRS,,82.13,,
Belaware.31_10_2022,PCG,,14.93,,
Belaware.31_10_2022,COO,,273.34,,
Belaware.31_10_2022,KIM,,20.66,,
Belaware.31_10_2022,PEG,,54.53,,
Belaware.31_10_2022,PTC,,117.83,,
Belaware.31_10_2022,WFC,,44.7,,
Belaware.31_10_2022,CMCSA,,31.04,,
Belaware.31_10_2022,GRMN,,86.12,,
Belaware.31_10_2022,MKTX,,241.61,,
Belaware.31_10_2022,DVA,,73.01,,
Belaware.31_10_2022,GB00B73ZYW09,,271.95,,
Belaware.31_10_2022,ES00000128C6,,134.76,,
Belaware.31_10_2022,US91282CCM10,,115.94,,
Belaware.31_10_2022,GB00B6460505,,152.57,,
Belaware.31_10_2022,US912810FH69,,234.45,,
Belaware.31_10_2022,US912810RL44,,151.01,,
Belaware.31_10_2022,GB00BN65R313,,146.73,,
Belaware.31_10_2022,ES00000127C8,,132.36,,
Belaware.31_10_2022,IT0005274805,,108.36,,
Belaware.31_10_2022,SE0000556599,,192.72,,
Belaware.31_10_2022,US912810FD55,,227.45,,
Belaware.31_10_2022,FR0012558310,,114.23,,
Belaware.31_10_2022,IT0005024234,,120.61,,
Belaware.31_10_2022,GB00BYVP4K94,,263.61,,
Belaware.31_10_2022,IT0003256820,,146.99,,
Belaware.31_10_2022,US912810RA88,,149.38,,
Belaware.31_10_2022,FR0011461037,,153.87,,
Belaware.31_10_2022,FR0013238268,,119.98,,
Belaware.31_10_2022,GB00B85SFQ54,,140.37,,
Belaware.31_10_2022,GB00BYY5F144,,139.46,,
Belaware.31_10_2022,USDCURR,,,,
Belaware.31_12_2022,HSIC,,79.87,,
Belaware.31_12_2022,JNPR,,31.5,,
Belaware.31_12_2022,CRL,,217.9,,
Belaware.31_12_2022,ACN,,263.76,,
Belaware.31_12_2022,LEN,,89.58,,
Belaware.31_12_2022,CTSH,,56.44,,
Belaware.31_12_2022,COF,,91.38,,
Belaware.31_12_2022,PG,,148.74,,
Belaware.31_12_2022,APTV,,93.13,,
Belaware.31_12_2022,ROL,,36.18,,
Belaware.31_12_2022,SWKS,,90.06,,
Belaware.31_12_2022,PNW,,73.57,,
Belaware.31_12_2022,RSG,,128.1,,
Belaware.31_12_2022,ADP,,236.14,,
Belaware.31_12_2022,SPGI,,332.45,,
Belaware.31_12_2022,CTAS,,448.13,,
Belaware.31_12_2022,WHR,,136.01,,
Belaware.31_12_2022,LYB,,79.82,,
Belaware.31_12_2022,WST,,234.94,,
Belaware.31_12_2022,TROW,,106.64,,
Belaware.31_12_2022,KMB,,133.28,,
Belaware.31_12_2022,ARE,,142.65,,
Belaware.31_12_2022,APD,,304.51,,
Belaware.31_12_2022,ALK,,42.94,,
Belaware.31_12_2022,CARR,,40.91,,
Belaware.31_12_2022,HSY,,228.42,,
Belaware.31_12_2022,ICE,,101.75,,
Belaware.31_12_2022,CLX,,137.16,,
Belaware.31_12_2022,AAL,,12.72,,
Belaware.31_12_2022,FOX,,28.23,,
Belaware.31_12_2022,TPR,,37.55,,
Belaware.31_12_2022,PKG,,125.49,,
Belaware.31_12_2022,WM,,155.47,,
Belaware.31_12_2022,LIN,,323.79,,
Belaware.31_12_2022,ETR,,110.24,,
Belaware.31_12_2022,GPN,,98.82,,
Belaware.31_12_2022,JNJ,,172.82,,
Belaware.31_12_2022,EQR,,57.69,,
Belaware.31_12_2022,EIX,,62.28,,
Belaware.31_12_2022,LLY,,362.94,,
Belaware.31_12_2022,AOS,,56.23,,
Belaware.31_12_2022,AON,,298.48,,
Belaware.31_12_2022,ECL,,144.64,,
Belaware.31_12_2022,RF,,21.11,,
Belaware.31_12_2022,FE,,40.68,,
Belaware.31_12_2022,FICO,,598.58,,
Belaware.31_12_2022,HCA,,238.87,,
Belaware.31_12_2022,CBOE,,124.51,,
Belaware.31_12_2022,PH,,287.52,,
Belaware.31_12_2022,CVX,,174.51,,
Belaware.31_12_2022,TJX,,78.67,,
Belaware.31_12_2022,A,,149.12,,
Belaware.31_12_2022,INVH,,28.96,,
Belaware.31_12_2022,LYV,,69.74,,
Belaware.31_12_2022,AAP,,144.7,,
Belaware.31_12_2022,DHR,,264.83,,
Belaware.31_12_2022,NTRS,,86.91,,
Belaware.31_12_2022,PCG,,16.26,,
Belaware.31_12_2022,COO,,330.62,,
Belaware.31_12_2022,KIM,,20.68,,
Belaware.31_12_2022,PEG,,60.13,,
Belaware.31_12_2022,PTC,,120.04,,
Belaware.31_12_2022,WFC,,40.39,,
Belaware.31_12_2022,CMCSA,,34.19,,
Belaware.31_12_2022,GRMN,,90.96,,
Belaware.31_12_2022,MKTX,,276.91,,
Belaware.31_12_2022,DVA,,74.67,,
Belaware.31_12_2022,GB00B73ZYW09,,271.54,,
Belaware.31_12_2022,ES00000128C6,,135.2,,
Belaware.31_12_2022,US91282CCM10,,116.19,,
Belaware.31_12_2022,GB00B6460505,,152.74,,
Belaware.31_12_2022,US912810FH69,,234.87,,
Belaware.31_12_2022,US912810RL44,,151.51,,
Belaware.31_12_2022,GB00BN65R313,,146.89,,
Belaware.31_12_2022,ES00000127C8,,132.45,,
Belaware.31_12_2022,IT0005274805,,108.3,,
Belaware.31_12_2022,SE0000556599,,192.59,,
Belaware.31_12_2022,US912810FD55,,227.81,,
Belaware.31_12_2022,FR0012558310,,114.01,,
Belaware.31_12_2022,IT0005024234,,120.7,,
Belaware.31_12_2022,GB00BYVP4K94,,263.22,,
Belaware.31_12_2022,IT0003256820,,147.24,,
Belaware.31_12_2022,US912810RA88,,149.88,,
Belaware.31_12_2022,FR0011461037,,154.53,,
Belaware.31_12_2022,FR0013238268,,119.91,,
Belaware.31_12_2022,GB00B85SFQ54,,140.65,,
Belaware.31_12_2022,GB00BYY5F144,,139.89,,
Belaware.31_12_2022,USDCURR,,,,
Fund Whitestone.28-02-2023 - details,FANG,,136.08,,
Fund Whitestone.28-02-2023 - details,AOS,,64.8,,
Fund Whitestone.28-02-2023 - details,ADM,,78.71,,
Fund Whitestone.28-02-2023 - details,TMO,,541.05,,
Fund Whitestone.28-02-2023 - details,CHRW,,98.71,,
Fund Whitestone.28-02-2023 - details,CHD,,83.31,,
Fund Whitestone.28-02-2023 - details,JBHT,,179.99,,
Fund Whitestone.28-02-2023 - details,SO,,61.83,,
Fund Whitestone.28-02-2023 - details,FAST,,50.92,,
Fund Whitestone.28-02-2023 - details,STT,,87.18,,
Fund Whitestone.28-02-2023 - details,FCX,,40.67,,
Fund Whitestone.28-02-2023 - details,STZ,,222.1,,
Fund Whitestone.28-02-2023 - details,NSC,,222.02,,
Fund Whitestone.28-02-2023 - details,ALL,,127.72,,
Fund Whitestone.28-02-2023 - details,SJM,,145.85,,
Fund Whitestone.28-02-2023 - details,EVRG,,56.98,,
Fund Whitestone.28-02-2023 - details,MSFT,,248.35,,
Fund Whitestone.28-02-2023 - details,AXP,,172.76,,
Fund Whitestone.28-02-2023 - details,SYK,,261.52,,
Fund Whitestone.28-02-2023 - details,VICI,,32.71,,
Fund Whitestone.28-02-2023 - details,ARE,,146.67,,
Fund Whitestone.28-02-2023 - details,DD,,72.31,,
Fund Whitestone.28-02-2023 - details,AMT,,194.95,,
Fund Whitestone.28-02-2023 - details,HON,,189.44,,
Fund Whitestone.28-02-2023 - details,RCL,,70.64,,
Fund Whitestone.28-02-2023 - details,APH,,77.11,,
Fund Whitestone.28-02-2023 - details,PHM,,54.4,,
Fund Whitestone.28-02-2023 - details,ETN,,172.5,,
Fund Whitestone.28-02-2023 - details,MDLZ,,64.48,,
Fund Whitestone.28-02-2023 - details,LEN,,96.13,,
Fund Whitestone.28-02-2023 - details,ATVI,,75.44,,
Fund Whitestone.28-02-2023 - details,AZO,,2486.54,,
Fund Whitestone.28-02-2023 - details,VRSK,,170.52,,
